2021/03/01 22:30:30;212021/03/01 22:30:30;21
2021-04-29 10:52:22.264;-100
2021-04-29 10:52:27.681;-100
2021-04-29 10:52:31.345;-100
2021-04-29 10:52:35.237;-100
2021-04-29 10:52:38.598;-100
2021-04-29 10:52:41.668;-100
2021-04-29 10:52:44.169;-100
2021-04-29 10:52:47.961;-100
2021-04-29 10:52:50.802;-100
2021-04-29 10:52:53.185;-100
2021-04-29 10:52:55.606;-100
2021-04-29 10:52:58.855;-100
2021-04-29 10:53:01.130;-100
2021-04-29 10:53:03.427;-100
2021-04-29 10:53:05.724;-100
2021-04-29 10:53:08.137;-100
2021-04-29 10:53:11.459;-100
2021-04-29 10:53:13.689;-100
2021-04-29 10:53:15.942;-100
2021-04-29 10:53:18.250;-100
2021-04-29 10:53:22.498;-100
2021-04-29 10:53:24.767;-100
2021-04-29 10:53:26.959;-100
2021-04-29 10:53:29.141;-100
2021-04-29 10:53:31.440;-100
2021-04-29 10:53:34.896;-100
2021-04-29 10:53:37.143;-100
2021-04-29 10:53:39.493;-100
2021-04-29 10:53:41.754;-100
2021-04-29 10:53:44.217;-100
2021-04-29 10:53:47.534;-100
2021-04-29 10:53:49.718;-100
2021-04-29 10:53:51.958;-100
2021-04-29 10:53:54.201;-100
2021-04-29 10:53:57.512;-100
2021-04-29 10:54:00.234;-100
2021-04-29 10:54:02.463;-100
2021-04-29 10:54:04.732;-100
2021-04-29 10:54:06.989;-100
2021-04-29 10:54:10.265;-100
2021-04-29 10:54:12.456;-100
2021-04-29 10:54:14.650;-100
2021-04-29 10:54:16.999;-100
2021-04-29 10:54:19.292;-100
2021-04-29 10:54:22.585;-100
2021-04-29 10:54:24.894;-100
2021-04-29 10:54:27.052;-100
2021-04-29 10:54:29.266;-100
2021-04-29 10:54:31.648;-100
2021-04-29 10:54:36.373;-100
2021-04-29 10:54:38.599;-100
2021-04-29 10:54:40.836;-100
2021-04-29 10:54:43.075;-100
2021-04-29 10:54:46.107;-100
2021-04-29 10:54:48.598;-100
2021-04-29 10:54:50.927;-100
2021-04-29 10:54:53.386;-100
2021-04-29 10:54:55.716;-100
2021-04-29 10:54:59.018;-100
2021-04-29 10:55:01.292;-100
2021-04-29 10:55:03.549;-100
2021-04-29 10:55:05.736;-100
2021-04-29 10:55:07.928;-100
2021-04-29 10:55:12.034;-100
2021-04-29 10:55:14.480;-100
2021-04-29 10:55:16.937;-100
2021-04-29 10:55:19.253;-100
2021-04-29 10:55:21.579;-100
2021-04-29 10:55:24.697;-100
2021-04-29 10:55:26.951;-100
2021-04-29 10:55:29.214;-100
2021-04-29 10:55:31.445;-100
2021-04-29 10:55:34.501;-100
2021-04-29 10:55:36.751;-100
2021-04-29 10:55:38.980;-100
2021-04-29 10:55:41.229;-100
2021-04-29 10:55:43.477;-100
2021-04-29 10:55:47.289;-100
2021-04-29 10:55:49.520;-100
2021-04-29 10:55:51.760;-100
2021-04-29 10:55:54.015;-100
2021-04-29 10:55:56.195;-100
2021-04-29 10:55:59.260;-100
2021-04-29 10:56:01.638;-100
2021-04-29 10:56:04.039;-100
2021-04-29 10:56:06.303;-100
2021-04-29 10:56:08.691;-100
2021-04-29 10:56:11.988;-100
2021-04-29 10:56:14.167;-100
2021-04-29 10:56:16.481;-100
2021-04-29 10:56:18.726;-100
2021-04-29 10:56:22.333;-100
2021-04-29 10:56:24.586;-100
2021-04-29 10:56:26.790;-100
2021-04-29 10:56:29.054;-100
2021-04-29 10:56:31.325;-100
2021-04-29 10:56:34.325;-100
2021-04-29 10:56:36.581;-100
2021-04-29 10:56:38.776;-100
2021-04-29 10:56:41.031;-100
2021-04-29 10:56:43.273;-100
2021-04-29 10:56:46.560;-100
2021-04-29 10:56:48.960;-100
2021-04-29 10:56:51.317;-100
2021-04-29 10:56:53.563;-100
2021-04-29 10:56:56.831;-100
2021-04-29 10:56:59.384;-100
2021-04-29 10:57:01.580;-100
2021-04-29 10:57:03.828;-100
2021-04-29 10:57:06.165;-100
2021-04-29 10:57:09.403;-100
2021-04-29 10:57:11.703;-100
2021-04-29 10:57:14.157;-100
2021-04-29 10:57:16.399;-100
2021-04-29 10:57:18.644;-100
2021-04-29 10:57:22.800;-100
2021-04-29 10:57:25.105;-100
2021-04-29 10:57:27.282;-100
2021-04-29 10:57:29.522;-100
2021-04-29 10:57:31.823;-100
2021-04-29 10:57:35.611;-100
2021-04-29 10:57:37.805;-100
