12/06/21 14:44:35;Não Premido
12/06/21 14:50:16;Não Premido
12/06/21 14:50:18;Premido
12/06/21 14:51:6;Não Premido
12/06/21 14:53:09;Não Premido
12/06/21 14:53:19;Não Premido
12/06/21 14:54:21;Não Premido
12/06/21 14:57:51;Premido
12/06/21 14:57:57;Não Premido
12/06/21 14:57:58;Premido
12/06/21 14:58:00;Não Premido
12/06/21 15:01:05;Não Premido
12/06/21 15:04:45;Não Premido
12/06/21 19:08:51;Não Premido
12/06/21 19:20:55;Não Premido
12/06/21 19:21:16;Não Premido
12/06/21 19:21:49;Não Premido
12/06/21 19:21:52;Não Premido
12/06/21 19:22:34;Não Premido
12/06/21 19:23:22;Não Premido
12/06/21 19:23:27;Não Premido
12/06/21 19:24:22;Premido
12/06/21 19:24:29;Não Premido
12/06/21 19:47:13;Não Premido
12/06/21 19:47:56;Premido
12/06/21 19:48:01;Não Premido
12/06/21 19:56:23;Não Premido
12/06/21 19:56:46;Não Premido
12/06/21 21:00:41;Não Premido
14/06/21 10:46:22;Não Premido
